Spanish,Alternate,Translation,Column42,Column5,Column6,Column7,POS,Gender,Column10,Chapter Number,Chapter Name
excelente,,excellent,excellent,excellent,,,Adjective,,[sound:spanishdict-9be628b7-61490c02-2947bdb6-082e36db-f2a16955.mp3],35,Adjectives2
"abierto, abierta",,open,open,open,,,Adjective,,[sound:spanishdict-4bc5b95b-3b014af5-22dd7196-ed10801f-87c9e8ad.mp3],35,Adjectives2
disponible,,available,available,available,,,Adjective,,[sound:spanishdict-802c9754-8ef91df7-d9eedb0f-018c4841-580a7be4.mp3],35,Adjectives2
"sucio, sucia",,dirty,dirty,dirty,,,Adjective,,[sound:spanishdict-c5cb2765-e11c3682-a8d0c325-cdeeab88-3acf3b68.mp3],35,Adjectives2
regular,,regular,regular,regular,,,Adjective,,[sound:spanishdict-7ad028bd-59115d25-8e42b49a-a2080888-285370a1.mp3],35,Adjectives2
especial,,special,special,special,,,Adjective,,[sound:spanishdict-34a7a328-8ec1bd05-de715dec-4a54e376-427856c9.mp3],35,Adjectives2
"adecuado, adecuada",,appropriate; adequate,appropriate; adequate,appropriate; adequate,,,Adjective,,[sound:spanishdict-3377966b-b6a3648b-319e884b-e671639c-e2792e22.mp3],35,Adjectives2
original,,original,original,original,,,Adjective,,[sound:spanishdict-4b02f433-457bc6c9-6cad8551-a3a860ea-f0d0aefb.mp3],35,Adjectives2
"perdido, perdida",,lost,lost,lost,,,Adjective,,[sound:spanishdict-50966d42-66e7ab81-a067777e-f8e72580-002ca798.mp3],35,Adjectives2
industrial,,industrial,industrial,industrial,,,Adjective,,[sound:spanishdict-67e9951f-a49fabbf-8f8c9fcb-c056a11f-e98f021f.mp3],35,Adjectives2
"verdadero, verdadera",c…,TRUE,TRUE,TRUE,,,Adjective,,[sound:spanishdict-580a6425-77cd0425-524bd940-5e8e01e2-3bc3d81d.mp3],35,Adjectives2
interesante,,interesting,interesting,interesting,,,Adjective,,[sound:spanishdict-2c394a25-adc1d0b8-c7acdfd8-a4dced88-609c0f87.mp3],35,Adjectives2
universal,,universal,universal,universal,,,Adjective,,[sound:spanishdict-68ff65f6-ea0b3134-67716735-4eedf27b-a6556394.mp3],35,Adjectives2
superior,,superior,superior,superior,,,Adjective,,[sound:spanishdict-0ea22cec-952dfd04-15db71f5-ac6d63dd-2020c2df.mp3],35,Adjectives2
"lógico, lógica",,logical,logical,logical,,,Adverb,,[sound:spanishdict-8845d843-a1faf467-770b3bf7-7b83d961-0ef8e469.mp3],35,Adjectives2
mundial,,worldwide; global,worldwide; global,worldwide; global,,,Adjective,,[sound:spanishdict-cf10507c-03aa5da4-ae20f070-f1693efe-d7ffd9c1.mp3],35,Adjectives2
nacional,,national,national,national,,,Adjective,,[sound:spanishdict-7224a670-cd46e9da-22a33e8f-6ea758c9-e777de37.mp3],35,Adjectives2
"ácido, ácida",,sour,sour,sour,,,Adjective,,[sound:spanishdict-0250da8e-2a78a802-48d2f7f1-cb2d4969-1b6a2368.mp3],35,Adjectives2
infantil,,childish,childish,childish,,,Adjective,,[sound:spanishdict-b68c227d-678ea33d-acebd4d2-37e2373e-a371d23e.mp3],35,Adjectives2
"privado, privada",,private,private,private,,,Adjective,,[sound:spanishdict-e7ac623f-06c6086e-1aa21ef6-18540cf9-640d9886.mp3],35,Adjectives2
"mínimo, mínima",,minimum,minimum,minimum,,,Adjective,,[sound:spanishdict-9dadf28d-d61261f3-fd646306-70cf88a1-90e29a0b.mp3],35,Adjectives2
"femenino, femenina",,"female, feminine","female, feminine","female, feminine",,,Adjective,,[sound:spanishdict-3adaadcf-25643639-9cd1a31a-9748efb6-c733d76b.mp3],35,Adjectives2
brillante,claro,bright,bright,bright,,,Adjective,,[sound:spanishdict-5594198d-473d60e6-524b5c58-3b75a6be-17ad6584.mp3],35,Adjectives2
"negativo, negativa",,negative,negative,negative,,,Adjective,,[sound:spanishdict-6937c54a-a256daa4-4c5c44c7-86ccd92c-12fab335.mp3],35,Adjectives2
terrible,,terrible,terrible,terrible,,,Adjective,,[sound:spanishdict-06e7f7ca-a9634359-673a631b-009575d1-e0785741.mp3],35,Adjectives2
"revolucionario, revolucionaria",,revolutionary,revolutionary,revolutionary,,,Adjective,,[sound:spanishdict-600bd68a-9cd087e3-514152f7-b47a6473-fae75772.mp3],35,Adjectives2
conveniente,,convenient,convenient,convenient,,,Adjective,,[sound:spanishdict-afcc0c9a-f769f5af-b5507272-64034e5e-6d6e9a94.mp3],35,Adjectives2
"inmediato, inmediata",,immediate,immediate,immediate,,,Adjective,,[sound:spanishdict-826fed69-afe551fd-ca570fec-167a1527-97c6b8a9.mp3],35,Adjectives2
particular,,particular,particular,particular,,,Adjective,,[sound:spanishdict-99d95e52-41167985-c377eb9d-cc38a8ae-cbd03a43.mp3],35,Adjectives2
"clásico, clásica",,classic,classic,classic,,,Adjective,,[sound:spanishdict-c5fa7cff-1e0f3ca6-ffb595c8-8d2c85d8-64bab543.mp3],35,Adjectives2
eficaz,efectivo,effective,effective,effective,,,Adjective,,[sound:spanishdict-2bee3bc4-8cc7c750-6a457a8d-fa484ea2-c12df47d.mp3],35,Adjectives2
"famoso, famosa",,famous,famous,famous,,,Adjective,,[sound:spanishdict-32012dea-38602581-36652e2c-213bfe47-191e6744.mp3],35,Adjectives2
débil,f…,weak,weak,weak,,,Adjective,,[sound:spanishdict-e07424d3-2bdf362c-d9850c6c-efa2dfae-ef768ec8.mp3],35,Adjectives2
probable,,probable,probable,probable,,,Adjective,,[sound:spanishdict-fcdc85b4-050560d3-d153c4a9-04f062fe-8c378f1c.mp3],35,Adjectives2
igual,,equal,equal,equal,,,Adjective,,[sound:spanishdict-4d1f54de-ba357f03-8d5cc264-fcdfb9e7-c25445ab.mp3],35,Adjectives2
mí,,me,me,me,,,Pronoun,,[sound:spanishdict-281a4ad5-b5e85051-5dd0c638-bddaa8d0-70327e34.mp3],36,Pronouns
esto,,this (non-gendered),this (non-gendered),this,,non-gendered,Pronoun,,[sound:spanishdict-8febe077-4f324624-4e2137df-62a35284-34ffb082.mp3],36,Pronouns
uno,,one,one,one,,,Pronoun Nounum,,[sound:spanishdict-79326078-54629f70-2fd9d42a-383d3bd7-fa8b4522.mp3],36,Pronouns
nada,,nothing,nothing,nothing,,,Adverb,,[sound:spanishdict-0af420a3-387c2f49-2ebd0436-26c46401-4c52f05c.mp3],36,Pronouns
conmigo,,with me,with me,with me,,,Pronoun,,[sound:spanishdict-4bc3cf63-fb47b3f6-63286cf3-ed1f594b-127d4639.mp3],36,Pronouns
alguien,,someone; anyone,someone; anyone,someone; anyone,,,Pronoun,,[sound:spanishdict-6d5763bc-8832f784-0a046022-5ba851b6-8ee17beb.mp3],36,Pronouns
"varios, varias",,various,various,various,,,Adjective,,[sound:spanishdict-e149f36f-f01c528e-eee2fcd5-7a58e607-27e7d5bc.mp3],36,Pronouns
algo,,something; anything,something; anything,something; anything,,,Pronoun,,[sound:spanishdict-0455de9e-59d10471-29468086-c11655d5-7f223305.mp3],36,Pronouns
nadie,ningún,no one,no one,no one,,,Pronoun,,[sound:spanishdict-e20b1bed-8049970f-a8a1d536-37979ecf-da6f1349.mp3],36,Pronouns
el sur,,south,south,south,,,Noun,m,[sound:spanishdict-1db73c9e-daae20cb-f4670cdb-a8a6c4c5-5da7d90f.mp3],37,Directions
el norte,,north,north,north,,,Noun,m,[sound:spanishdict-b34940c6-fb4f8a98-9944c38d-6aa4bbc9-cdb9b8f1.mp3],37,Directions
el viaje,,journey,journey,journey,,,Noun,m,[sound:spanishdict-fb905abf-acff2941-c394adf7-bde27725-d3657b98.mp3],37,Directions
la orientación,,orientation,orientation,orientation,,,Noun,f,[sound:spanishdict-3c8f7b04-969c54e7-7e91e219-682005c2-2f16bc46.mp3],37,Directions
el fin de semana,,weekend,weekend,weekend,,,Noun,m,[sound:spanishdict-e8758a7e-6db5459f-926f02d3-8a611d0f-acba188c.mp3],37,Directions
el fin,t…,end,end,end,,,Noun,m,[sound:spanishdict-c35fc30a-fe77184a-f9081235-622a0c11-782ca1dd.mp3],37,Directions
la señal,,sign; signal,sign; signal,sign; signal,,,Noun,f,[sound:spanishdict-95c320f2-84237ccf-eed4c602-f2fcdfbe-1435bbd6.mp3],37,Directions
la dirección,,address; direction,address; direction,address; direction,,,Noun,f,[sound:spanishdict-a5899573-05fa7228-4a0a1a05-7f349b04-46fe2f94.mp3],37,Directions
los pasos,,steps; paces,steps; paces,steps; paces,,,Noun,m,[sound:spanishdict-d223eb14-a524f102-0d17326a-1e72b2b6-1c29711d.mp3],37,Directions
el rumbo,el curso / la direcció,course; direction,course; direction,course; direction,,,Noun,m,[sound:spanishdict-19c9373d-75ba73db-19520d76-2ed02aa2-b5c4fb8c.mp3],37,Directions
la llegada,,arrival,arrival,arrival,,,Noun,f,[sound:spanishdict-ec4dd172-255c9340-07085d82-faef45be-06cb0e54.mp3],37,Directions
la búsqueda,,search,search,search,,,Noun,f,[sound:spanishdict-a0760457-e8b000bc-28962992-a7eec0e6-707cdf2f.mp3],37,Directions
el exterior,el frente,outside; exterior,outside; exterior,outside; exterior,,,Noun Adjective,m,[sound:spanishdict-19e0bb53-b9e75636-b2d4ffdc-67925b17-a318d951.mp3],37,Directions
la salida,,exit; output,exit; output,exit; output,,,Noun,f,[sound:spanishdict-f7e76715-765e4b4f-17e5df97-e022b24d-3b45a34a.mp3],37,Directions
la posición,el puesto,position; stance,position; stance,position; stance,,,Noun,f,[sound:spanishdict-e99b8176-43456ac0-247f2f50-8b48d41a-9c5e97ed.mp3],37,Directions
la entrada,,entrance,entrance,entrance,,,Noun,f,[sound:spanishdict-87be5025-2b58338a-affe3964-7a5b4c89-a7c7b0ab.mp3],37,Directions
el lado,,side,side,side,,,Noun,m,[sound:spanishdict-b3c5dd85-545d4c61-707816bf-41730eef-ef4a7cc3.mp3],37,Directions
el centro,,center,center,center,,,Noun,m,[sound:spanishdict-9c372ef3-e6270221-21f531d0-24773545-7afba4f1.mp3],37,Directions
la derecha,,right<br /> (direction),right<br /> (direction),right<br />,,direction,Noun,f,[sound:spanishdict-231d1903-dcdf848c-f256df9c-496aac65-c4aea8e9.mp3],37,Directions
la izquierda,,left (direction),left (direction),left,,direction,Noun,f,[sound:spanishdict-bd88755c-4f1e3704-7a9cde6e-43325477-e6b608f9.mp3],37,Directions
el tráfico,,traffic,traffic,traffic,,,Noun,m,[sound:spanishdict-a6ec023c-d5f9a936-1e927546-cca7c75a-0d2672b9.mp3],37,Directions
el juego,p…,game,game,game,,,Noun,m,[sound:spanishdict-92a6df2b-191fe712-d1a0e9e5-cd192beb-d8841ab6.mp3],38,Education
la ausencia,,abscence,abscence,abscence,,,Noun,f,[sound:spanishdict-c4f61b43-61306d1b-b8b62bce-e8d14733-23da9511.mp3],38,Education
la clase,,class,class,class,,,Noun,f,[sound:spanishdict-cea183cf-5392cb55-677abf16-a8bda008-dae1ecc8.mp3],38,Education
la tarea,,homework; task,homework; task,homework; task,,,Noun,f,[sound:spanishdict-38f5759a-6ea683eb-ce64a484-10ea6952-352420da.mp3],38,Education
el curso,el rumbo / cl…,course,course,course,,,Noun,m,[sound:spanishdict-8ad4c690-9ba2ccb9-77c61cc1-45c7eacc-c78a819e.mp3],38,Education
el capítulo,,chapter; episode,chapter; episode,chapter; episode,,,Noun,m,[sound:spanishdict-bbcb4174-8202856e-21ef5278-77592881-9406aa15.mp3],38,Education
el grado,,grade; degree,grade; degree,grade; degree,,,Noun,m,[sound:spanishdict-572a058b-d49f2da1-4761e900-2af07ea6-3edad45c.mp3],38,Education
el material,,material,material,material,,,Noun,m,[sound:spanishdict-2290352b-ccf9585f-85dd26a5-db88f3ef-e72e9752.mp3],38,Education
la lectura,,reading,reading,reading,,,Noun,f,[sound:spanishdict-aeebb659-7729e4a5-9fb149ca-7c3b4f8b-ff1ea9b0.mp3],38,Education
la sección,,section,section,section,,,Noun,f,[sound:spanishdict-0657946f-1ddc4226-d94c04e9-74611a1b-e7765de1.mp3],38,Education
la inteligencia,,intelligence,intelligence,intelligence,,,Noun,f,[sound:spanishdict-dc5fd905-8e5b4af1-dcc9e7f1-259422bc-39d67e15.mp3],38,Education
la discusión,a…,discussion; argument,discussion; argument,discussion; argument,,,Noun,f,[sound:spanishdict-721f0ec8-3fed6db8-4a3a5033-8f860ab3-fa9a478b.mp3],38,Education
el conocimiento,,knowledge,knowledge,knowledge,,,Noun,m,[sound:spanishdict-cfe5e41d-ae9da7bf-70d2f989-83995999-e4391915.mp3],38,Education
la facultad,,faculty,faculty,faculty,,,Noun,f,[sound:spanishdict-3f1dc43b-19128d5f-7d01ec80-29144623-256fd337.mp3],38,Education
la academia,,academy,academy,academy,,,Noun,f,[sound:spanishdict-b7d0a1dd-51318476-6c99dcf4-388ac9ea-4157091b.mp3],38,Education
el estudio,,<li>studio<li>study,<li>studio<li>study,<li>studio<li>study,,,Noun,m,[sound:spanishdict-fe22cc30-1696b12c-8fe06d24-1e4f78d8-2cc111db.mp3],38,Education
el colegio,la escuela,college; school,college; school,college; school,,,Noun,m,[sound:spanishdict-b4c832cd-785e4e6f-76f1f9b2-64cb5ad9-d255491f.mp3],38,Education
la educación,,education,education,education,,,Noun,f,[sound:spanishdict-c17ccb46-e6df2d6a-a46e0b58-bb6830c9-fa29f098.mp3],38,Education
el nivel,,level,level,level,,,Noun,m,[sound:spanishdict-5e8a289a-9f227dc1-ae10c628-d8003992-4dc309f3.mp3],38,Education
el problema,,problem,problem,problem,,,Noun,m,[sound:spanishdict-f0382975-33c8c2c1-0af68ae5-e320fdc0-f68540c9.mp3],38,Education
el ejemplo,,example,example,example,,,Noun,m,[sound:spanishdict-c99b5e43-f7e5e2dc-3bb36bd0-ddfd7dcb-14bd5ef1.mp3],38,Education
la historia,,story; history,story; history,story; history,,,Noun,f,[sound:spanishdict-c91cdb4c-efda4821-aff3bc79-810416b4-9f1b0b71.mp3],38,Education
sumar,añadir,to add; to join,to add; to join,to add; to join,,,Verb,,[sound:spanishdict-02725669-861f36c3-619032c6-6a50666e-cc05a36a.mp3],38,Education
el título,,title; degree; diploma,title; degree; diploma,title; degree; diploma,,,Noun,m,[sound:spanishdict-511c26b8-c6d48f87-eb91ad05-4ae3b7ec-692222f1.mp3],38,Education
la respuesta,,response; answer,response; answer,response; answer,,,Noun,f,[sound:spanishdict-7ff00d36-0e742818-cc3e3610-3b5b1964-222af37a.mp3],38,Education
la construcción,,construction,construction,construction,,,Noun,f,[sound:spanishdict-8dcd87cf-6cf80f39-92535ad6-e1a30c53-d490f4ce.mp3],39,Vocabulary1
la red,,net; network,net; network,net; network,,,Noun,f,[sound:spanishdict-4e19c7b9-07feb3c5-2a197c61-1011ca51-0655769b.mp3],39,Vocabulary1
la práctica,,practice,practice,practice,,,Noun,f,[sound:spanishdict-1447a8f3-cf15a928-8e3113f5-427a43fc-424bfc55.mp3],39,Vocabulary1
"el arte, la arte",,art,art,art,,,Noun,m/f,[sound:spanishdict-7e3f5667-46a8cf31-86086241-531eb687-c83c336d.mp3],39,Vocabulary1
la obra,el trabajo,work; deed,work; deed,work; deed,,,Noun,f,[sound:spanishdict-f98e705a-52bbcf62-1b54e35a-507a073a-04f86617.mp3],39,Vocabulary1
la acción,,action,action,action,,,Noun,f,[sound:spanishdict-f3386723-7604e8f5-67a77231-ab4bd8cf-3799e78f.mp3],39,Vocabulary1
la verdad,h…,truth; fact,truth; fact,truth; fact,,,Noun,f,[sound:spanishdict-4f242057-01366328-57942578-4796eec1-8f8d6440.mp3],39,Vocabulary1
el nombre,,name; noun,name; noun,name; noun,,,Noun,m,[sound:spanishdict-9224c326-6e16dfd3-1dd1de82-209b9ed4-fe77bbf5.mp3],39,Vocabulary1
la información,,information,information,information,,,Noun,f,[sound:spanishdict-98bceec4-f335493d-31892a37-f5d53da4-760ab03c.mp3],39,Vocabulary1
el crecimiento,,growth,growth,growth,,,Noun,m,[sound:spanishdict-5781f59c-044632c4-9cdbaa83-fcb1ce93-ad070431.mp3],39,Vocabulary1
el servicio,,service,service,service,,,Noun,m,[sound:spanishdict-30b53dd7-9f21d221-b09724a5-dc23ac99-ff429443.mp3],39,Vocabulary1
el pensamiento,,thought,thought,thought,,,Noun,m,[sound:spanishdict-c1f9d9d0-0db6ad8e-7a23fd92-a0af2802-66899af7.mp3],39,Vocabulary1
el término,el fin,end; term; time period,end; term; time period,end; term; time period,,,Noun,m,[sound:spanishdict-2787c6ff-2aa23936-a5a93c1e-adeda31a-359f010e.mp3],39,Vocabulary1
la visión,la vista,vision; eyesight,vision; eyesight,vision; eyesight,,,Noun,f,[sound:spanishdict-e4e9bee8-8a34d07e-7774469e-b66208f3-075f0986.mp3],39,Vocabulary1
la aplicación,,application,application,application,,,Noun,f,[sound:spanishdict-9db357bb-ae22a908-34193881-ef5a959d-12268bad.mp3],39,Vocabulary1
la consciencia,,conscience,conscience,conscience,,,Noun,f,[sound:spanishdict-7fa026be-7a451c9d-622b1d6f-e1bf727e-73f04884.mp3],39,Vocabulary1
la creación,,creation,creation,creation,,,Noun,f,[sound:spanishdict-dfdf8f3e-23fd025f-022882db-f4654a90-4a58e3f6.mp3],39,Vocabulary1
la selección,,selection,selection,selection,,,Noun,f,[sound:spanishdict-d97a782d-4e72de19-726576de-5cbb253f-eabb29d2.mp3],39,Vocabulary1
el acceso,,access,access,access,,,Noun,m,[sound:spanishdict-37b450f5-b02d4931-61ba9f75-c751dc7b-201c2b72.mp3],39,Vocabulary1
la calidad de servicio,,the quality of service,the quality of service,the quality of service,,,Noun,f,[sound:spanishdict-3870bc26-88b6baf3-6e63a872-a3181514-fac4bf2b.mp3],39,Vocabulary1
el carácter,el personaje,character; personality,character; personality,character; personality,,,Noun,m,[sound:spanishdict-71d26448-850d0cfd-54155dc4-50410e5d-da22b0b5.mp3],39,Vocabulary1
el programa,,program,program,program,,,Noun,m,[sound:spanishdict-bb83857c-a322d98e-87bd0b63-db35c890-f882e1f8.mp3],39,Vocabulary1
la calidad,,quality,quality,quality,,,Noun,f,[sound:spanishdict-aed20ceb-ce2abb0e-6c6b43db-29cfbc91-c9b04e81.mp3],39,Vocabulary1
la investigación,,research; investigation,research; investigation,research; investigation,,,Noun,f,[sound:spanishdict-47d44171-757cd41d-216b6ae8-5fe07050-6d87cb34.mp3],39,Vocabulary1
la necesidad,,"need, necessity","need, necessity","need, necessity",,,Noun,f,[sound:spanishdict-2790f3a0-aef6a717-3979f04a-33edc379-59d02436.mp3],39,Vocabulary1
la capacidad,,capacity,capacity,capacity,,,Noun,f,[sound:spanishdict-3fca53ad-6500d358-45554744-64d4d475-4a5b4c80.mp3],39,Vocabulary1
el efecto,,effect,effect,effect,,,Noun,m,[sound:spanishdict-3f5c5fc3-6b4b7591-62b724e1-f838bae8-0a433a26.mp3],39,Vocabulary1
la posibilidad,,possibility,possibility,possibility,,,Noun,f,[sound:spanishdict-bc387516-c5ce248a-0bc37c3c-7b1ca73b-f1baade4.mp3],39,Vocabulary1
el código,,code,code,code,,,Noun,m,[sound:spanishdict-de4c5b24-2b9fb5b6-d6d2dd96-e623585e-741930ab.mp3],39,Vocabulary1
la frecuencia,,frequency,frequency,frequency,,,Noun,f,[sound:spanishdict-27dad56c-f18abbe7-e8e5428d-5b063d9c-370bb990.mp3],39,Vocabulary1
el principio,,beginning; principle,beginning; principle,beginning; principle,,,Noun,m,[sound:spanishdict-1d1123f3-e88a8c5f-8a0625b0-58b40e60-b98fd716.mp3],39,Vocabulary1
el peligro,,danger,danger,danger,,,Noun,m,[sound:spanishdict-29898692-c1896dbd-71588add-33c80df0-25e104cc.mp3],39,Vocabulary1
la protección,,protection,protection,protection,,,Noun,f,[sound:spanishdict-629f3403-814d2ebb-d1461c20-340b7367-371ef160.mp3],39,Vocabulary1
el propósito,,purpose,purpose,purpose,,,Noun,m,[sound:spanishdict-a71e46a8-a15f1a51-6a27574a-89731fe8-2f1b7e45.mp3],39,Vocabulary1
el tiempo,,<li>time<li>weather,<li>time<li>weather,<li>time<li>weather,,,Noun,m,[sound:spanishdict-654edd7e-b26ddfcb-a9230635-37b32ab7-1207a416.mp3],39,Vocabulary1
la expresión,,expression,expression,expression,,,Noun,f,[sound:spanishdict-5fb6c3aa-65318210-730359ec-ffe54b33-0aabeb67.mp3],39,Vocabulary1
el oficial,,official; officer,official; officer,official; officer,,,Noun,m,[sound:spanishdict-0147891d-cc550fdf-cdf0fb6f-5197df2f-fe2b1573.mp3],39,Vocabulary1
la memoria,,memory,memory,memory,,,Noun,f,[sound:spanishdict-8de5b642-965848bd-69191364-256b6c85-419a4636.mp3],39,Vocabulary1
la altura,e…,height,height,height,,,Noun,f,[sound:spanishdict-0e1095b3-744b93bf-a23d09fb-a1a59336-1ea3d4cb.mp3],39,Vocabulary1
el origen,,origin,origin,origin,,,Noun,m,[sound:spanishdict-dac71ed2-c7a398ab-2f6d04e3-426fa60b-9c63f65e.mp3],39,Vocabulary1
el juicio,el proceso,trial; judgment,trial; judgment,trial; judgment,,,Noun,m,[sound:spanishdict-fa834cb0-a96ed89e-1ef92fc6-696bd65d-aa3fd538.mp3],39,Vocabulary1
el contenido,,content; contents,content; contents,content; contents,,,Noun,m,[sound:spanishdict-31d0ec76-72aba2e3-d6b0cccd-60663020-dbb69223.mp3],39,Vocabulary1
la realidad,,reality,reality,reality,,,Noun,f,[sound:spanishdict-44b9cc67-f6cb01be-06b979b8-7083f48f-03fdea7a.mp3],39,Vocabulary1
el cambio,,change,change,change,,,Noun,m,[sound:spanishdict-76d5ef55-d95ee7b0-9a419c5f-241c2f90-82a19f35.mp3],39,Vocabulary1
el asunto,,issue; matter; subject; business; affair,issue; matter; subject; business; affair,issue; matter; subject; business; affair,,,Noun,m,[sound:spanishdict-f4a29d1e-113a6957-a526c382-ab0a9d7f-38351794.mp3],39,Vocabulary1
la ocasión,,occasion,occasion,occasion,,,Noun,f,[sound:spanishdict-88c886ae-94516d22-9838d5af-84385ebb-324f6792.mp3],39,Vocabulary1
la mirada,,look; glance,look; glance,look; glance,,,Noun,f,[sound:spanishdict-b9f21ee9-89977255-68e248cb-6f6ad6d3-d5960422.mp3],39,Vocabulary1
el aspecto,m…,aspect; appearance,aspect; appearance,aspect; appearance,,,Noun,m,[sound:spanishdict-21f15ca2-4138d364-7f6b0431-55b664d0-09a9bb12.mp3],39,Vocabulary1
buena suerte,,good luck,good luck,good luck,,,Expression,,[sound:spanishdict-906219e5-4e0451b1-506bd904-6039c222-aa243352.mp3],39,Vocabulary1
la suerte,,luck,luck,luck,,,Noun,f,[sound:spanishdict-17137f29-12989b07-14f75b24-f2ef40e6-3e0302c4.mp3],39,Vocabulary1
la paz,,peace,peace,peace,,,Noun,f,[sound:spanishdict-2e4a4f30-781ae310-197cdc3f-90f2b3b1-31206f65.mp3],39,Vocabulary1
la producción,,production,production,production,,,Noun,f,[sound:spanishdict-406f7f9e-ac10312e-eec88399-deecae13-99ff95c1.mp3],39,Vocabulary1
las circunstancias,,circumstances,circumstances,circumstances,,,Noun,f,[sound:spanishdict-bd301251-a42c0bf0-45337a5d-555fe751-a990bf30.mp3],39,Vocabulary1
el sector,,sector,sector,sector,,,Noun,m,[sound:spanishdict-a247f58f-46e0ea2b-b323d85f-201fb11d-24b064e4.mp3],39,Vocabulary1
la escena,,scene,scene,scene,,,Noun,f,[sound:spanishdict-1c2991ef-beed4aa3-26ad0563-171eb9d9-d07391b9.mp3],39,Vocabulary1
la imagen,,image,image,image,,,Noun,f,[sound:spanishdict-010253a5-eab66c82-eb77b735-93a12a20-f4390db5.mp3],39,Vocabulary1
la actividad,,activity,activity,activity,,,Noun,f,[sound:spanishdict-3dde106a-2c5db4b8-e80b2d0d-42f39b9f-43209fe7.mp3],39,Vocabulary1
el movimiento,,movement,movement,movement,,,Noun,m,[sound:spanishdict-af9fdf72-1236782a-4b0518ad-55be66d0-13ca8c59.mp3],39,Vocabulary1
"el personaje, la personaje",el caracter,character,character,character,,,Noun,m/f,[sound:spanishdict-299cf8ef-5026bb59-fa34f9d5-fbf8bf39-d4ecbea5.mp3],39,Vocabulary1
